vehicle_id,listing_date,manufacture_year,brand,vehicle_type,battery_capacity_kwh,battery_health_pct,range_km,km_driven,charging_time_hr,fast_charging,owner_count,city,service_history,resale_price
EV-20029,2026-03-27,2023,Voltix,Hatchback,43.1,89.7,510,28659,5.7,Yes,1,Chennai,Partial,1658517
EV-20240,2026-03-28,2024,GreenDrive,SUV,66.3,81.1,368,52854,3.9,Yes,1,Mumbai,Partial,1655033
EV-20217,2026-03-29,2021,Voltix,SUV,58.5,88.4,400,39555,3.4,Yes,2,Hyderabad,Complete,1803721
EV-20158,2026-03-30,2022,E-Motion,SUV,54.4,88.4,456,62810,7.1,Yes,1,Chennai,Partial,1697894
EV-20156,2026-03-31,2019,GreenDrive,Sedan,87.9,89.7,409,92823,4.1,No,4,Hyderabad,Complete,1476186
EV-20705,2026-04-01,2019,Voltix,Crossover,41.8,,470,51991,6.5,Yes,1,Mumbai,Partial,1656509
EV-20819,2026-04-02,2024,Voltix,Crossover,62.5,87.5,267,63339,7.3,No,3,Delhi,Complete,1495381
EV-20109,2026-04-03,2019,E-Motion,Hatchback,25,81.3,257,47449,6.5,Yes,1,Mumbai,Complete,1285824
EV-20703,2026-04-04,2022,GreenDrive,Crossover,51.2,89,213,75991,5.6,Yes,2,Pune,Partial,1470876
EV-20453,2026-04-05,2017,GreenDrive,Hatchback,59.7,90.3,354,51607,6.2,Yes,1,Bengaluru,Missing,1343766
EV-20371,2026-04-06,2021,E-Motion,Crossover,77.6,90.4,324,104550,7.8,No,2,Chennai,Complete,1444096
EV-20616,2026-04-07,2016,GreenDrive,Crossover,70.1,88.4,231,81367,4.5,Yes,1,Pune,Complete,1456808
EV-20536,2026-04-08,2021,GreenDrive,SUV,59.9,87.6,453,18998,4.4,Yes,1,Bengaluru,Complete,1821126
EV-20872,2026-04-09,2020,GreenDrive,Sedan,61.9,100,271,39936,9.3,No,1,Pune,Complete,1565057
EV-20436,2026-04-10,2019,Nexora,Sedan,62.8,93.2,376,38720,4,Yes,2,Bengaluru,Complete,1625973
EV-20432,2026-04-11,2023,GreenDrive,SUV,54.5,91.6,432,27780,8.2,No,3,Mumbai,Complete,1722376
EV-20151,2026-04-12,2018,GreenDrive,Sedan,58.8,91.6,563,15658,3.3,Yes,2,Delhi,Complete,1754669
EV-20540,2026-04-13,2017,Atheron,Sedan,49.6,86.1,401,28562,6.5,Yes,2,Bengaluru,Complete,1583275
EV-20099,2026-04-14,2016,Nexora,Crossover,41.2,87,303,34086,7.6,Yes,1,Pune,Partial,1356340
EV-20660,2026-04-15,2021,E-Motion,Hatchback,66.3,100,430,72890,7.3,No,1,Bengaluru,Complete,1620153
EV-20556,2026-04-16,2020,Nexora,Crossover,67.3,84.4,352,45414,6.8,Yes,1,Hyderabad,Complete,1627382
EV-20947,2026-04-17,2017,Voltix,SUV,48.7,88.7,311,55987,5.3,Yes,2,Hyderabad,Complete,1420441
EV-20617,2026-04-18,2023,Voltix,Sedan,56.5,88.8,366,54811,7.1,Yes,1,Pune,Complete,1633804
EV-20852,2026-04-19,2021,Voltix,Crossover,65.9,78.6,502,53072,5.3,Yes,3,Mumbai,Complete,1760126
EV-20676,2026-04-20,2018,Voltix,SUV,32.1,95.5,283,42295,5.1,Yes,2,Pune,,1514005
EV-20289,2026-04-21,2019,E-Motion,Hatchback,60.9,94.4,190,115665,7.6,Yes,1,Delhi,Complete,1265022
EV-20687,2026-04-22,2021,Nexora,SUV,55.5,88.3,352,64176,6,Yes,1,Chennai,Complete,1589221
EV-20942,2026-04-23,2019,Voltix,Crossover,61.6,93.8,354,243880.8896,6.2,Yes,1,Hyderabad,Complete,1580186
EV-20108,2026-04-24,2017,Nexora,SUV,64.9,,356,70939,5,Yes,2,Chennai,Complete,1678116
EV-20296,2026-04-25,2016,Nexora,Sedan,62.1,81.4,411,19987,8.3,Yes,1,Bengaluru,Partial,1517182
EV-20021,2026-04-26,2019,Atheron,Sedan,73.7,91.2,396,58892,6.5,Yes,1,Chennai,Missing,1629090
EV-20846,2026-04-27,2022,Voltix,Sedan,88.4,,292,67340,4.1,No,2,Chennai,Complete,1642030
EV-20460,2026-04-28,2020,GreenDrive,Sedan,78.4,88,359,37257,6.1,No,3,Mumbai,Complete,1540217
EV-20888,2026-04-29,2023,GreenDrive,Crossover,67.7,91.3,391,18390,6.5,Yes,1,Chennai,Complete,1816828
EV-20636,2026-04-30,2017,GreenDrive,Sedan,62.6,86.8,409,49479,4.7,Yes,1,Mumbai,Complete,1620244
EV-20332,2026-05-01,2016,Nexora,Crossover,52.8,93.7,411,53740,6.2,No,2,Mumbai,Complete,1531529
EV-20709,2026-05-02,2020,Voltix,Sedan,51.5,85.6,553,59169,8.2,Yes,1,Mumbai,Complete,1624342
EV-20770,2026-05-03,2016,Voltix,Crossover,50.6,84.8,532,34305,5.8,Yes,2,Mumbai,Complete,1636231
EV-20585,2026-05-04,2024,E-Motion,Hatchback,76.5,86.9,467,132481,5.4,Yes,1,Pune,Missing,1720395
EV-20918,2026-05-05,2018,Atheron,SUV,47.2,99,359,16084,3.6,Yes,1,Pune,Complete,1670307
EV-20629,2026-05-06,2020,Nexora,SUV,47,87,377,138463,8.1,Yes,1,Bengaluru,Complete,1376893
EV-20631,2026-05-07,2018,Nexora,Crossover,58.5,90.8,247,34596,6.5,No,1,Hyderabad,Missing,1346695
EV-20273,2026-05-08,2019,E-Motion,SUV,72,85.2,409,43314,7.1,Yes,1,Chennai,Partial,1654628
EV-20435,2026-05-09,2024,Voltix,SUV,48.9,96.2,323,46120,8,Yes,2,Delhi,Missing,1635121
EV-20599,2026-05-10,2018,Nexora,Crossover,48.4,89,384,21369,6.9,No,2,Chennai,Complete,1484070
EV-20057,2026-05-11,2021,GreenDrive,SUV,39.1,93.1,467,62205,6.7,No,1,Mumbai,Partial,1542290
EV-20650,2026-05-12,2019,E-Motion,Crossover,26.3,95.3,487,22545,2.7,Yes,2,Bengaluru,Complete,1654092
EV-20430,2026-05-13,2017,E-Motion,Crossover,56.9,,188,40856,9,Yes,3,Mumbai,Complete,1324861
EV-20685,2026-05-14,2021,Voltix,SUV,36.3,93.6,222,177346,5,No,1,Delhi,Missing,1228000
EV-20253,2026-05-15,2023,Atheron,Sedan,37.9,93.4,259,74582,6.4,Yes,3,Chennai,Complete,1337788
EV-20739,2026-05-16,2020,Nexora,Hatchback,63.4,93,394,31595,8.8,Yes,1,Mumbai,Complete,1744629
EV-20940,2026-05-17,2017,E-Motion,SUV,91.4,94.6,424,38925,3.9,No,1,Delhi,Partial,1860865
EV-20797,2026-05-18,2024,Voltix,Hatchback,65,100,294,57619,,No,1,Hyderabad,Complete,1720808
EV-20182,2026-05-19,2018,Voltix,Crossover,67.9,94.7,407,25312,7.2,Yes,1,Pune,Complete,1711982
EV-20721,2026-05-20,2021,GreenDrive,SUV,49.3,86.4,342,29105,6.9,No,1,Bengaluru,Complete,1384670
EV-20735,2026-05-21,2018,E-Motion,Crossover,54.7,97.1,442,75507,,Yes,1,Chennai,Complete,1640303
EV-20579,2026-05-22,2023,E-Motion,Crossover,56.4,99.2,359,45285,4.8,Yes,2,Delhi,Partial,1831036
EV-20413,2026-05-23,2023,Voltix,SUV,55.6,96.4,529,64952,6.4,Yes,2,Chennai,Partial,1842377
EV-20913,2026-05-24,2022,Voltix,Sedan,45.5,85.8,224,23007,6.4,Yes,1,Chennai,Complete,1508763
EV-20974,2026-05-25,2019,GreenDrive,SUV,69.4,85.1,340,45089,4.8,No,2,Mumbai,Complete,1642833
EV-20239,2026-05-26,2016,Atheron,SUV,64.4,97.2,414,9731,4.8,No,2,Hyderabad,Partial,1738157
EV-20470,2026-05-27,2021,Nexora,Hatchback,51.9,85,454,25266,8.4,Yes,1,Bengaluru,Partial,1683140
EV-20866,2026-05-28,2019,Voltix,Hatchback,69,99,371,36589,4.5,Yes,2,Bengaluru,Complete,1655559
EV-20495,2026-05-29,2022,Nexora,SUV,45.8,93.3,482,8878,6,Yes,1,Hyderabad,Partial,1792527
EV-20952,2026-05-30,2020,E-Motion,SUV,46.8,82.1,434,35832,4,No,1,Delhi,Partial,1599649
EV-20963,2026-05-31,2022,GreenDrive,SUV,38.2,100,,69006,6.5,No,1,Chennai,Complete,1571571
EV-20542,2026-06-01,2025,GreenDrive,Crossover,72.1,95.8,431,18765,4.7,Yes,3,Chennai,Complete,1852804
EV-20927,2026-06-02,2020,Nexora,SUV,34.7,100,423,50194,8.7,No,1,Hyderabad,Partial,1605692
EV-20878,2026-06-03,2020,GreenDrive,Hatchback,60,92.6,468,94004,6.3,Yes,2,Hyderabad,Complete,1506477
EV-20879,2026-06-04,2017,Nexora,SUV,61.7,94.4,340,36166,6.3,Yes,1,Bengaluru,Complete,1690292
EV-20176,2026-06-05,2020,Nexora,SUV,51.5,91.7,262,87765,6.9,No,1,Pune,Complete,1472157
EV-20864,2026-06-06,2019,GreenDrive,SUV,54.4,93.2,195,81095,4.2,Yes,2,Pune,Complete,1447596
EV-20668,2026-06-07,2023,Nexora,Crossover,40.9,88,397,37684,5.1,Yes,1,Hyderabad,Complete,1690158
EV-20461,2026-06-08,2020,Nexora,Sedan,54.1,93,445,33818,7,Yes,2,Bengaluru,Partial,1866585
EV-20326,2026-06-09,2023,E-Motion,Sedan,81.6,91.4,306,25814,4.7,Yes,1,Bengaluru,Partial,1828868
EV-20373,2026-06-10,2021,GreenDrive,SUV,59.8,89,363,74985,7.5,Yes,2,Pune,Complete,1495711
EV-20070,2026-06-11,2016,Voltix,Hatchback,72.8,88,214,33805,,No,2,Chennai,Complete,1337004
EV-20983,2026-06-12,2016,E-Motion,SUV,50.5,90.6,393,30859,5.4,Yes,2,Pune,Complete,1613856
EV-20426,2026-06-13,2023,Atheron,Sedan,,87,335,30422,6.1,No,1,Pune,Missing,1631687
EV-20340,2026-06-14,2017,GreenDrive,Sedan,52.6,100,360,77709,6.5,Yes,4,Mumbai,Complete,1554465
EV-20418,2026-06-15,2016,E-Motion,SUV,52.5,95.9,379,16329,5.6,Yes,2,Delhi,Partial,1579244
EV-20042,2026-06-16,2016,Nexora,SUV,63.9,94.5,402,88416,8.9,No,2,Hyderabad,Complete,1513748
EV-20284,2026-06-17,2017,GreenDrive,SUV,54.3,95.9,347,32886,4.2,No,2,Chennai,Complete,1512059
EV-20335,2026-06-18,2022,Atheron,SUV,48.1,96.9,316,27358,5.6,Yes,1,Mumbai,Complete,1702639
EV-20063,2026-06-19,2017,Voltix,SUV,71.5,95.9,557,150959.3051,10,No,4,Hyderabad,Complete,1620102
EV-20964,2026-06-20,2018,Voltix,Hatchback,37.6,92.7,239,22727,5.3,Yes,1,Delhi,Partial,1434694
EV-20784,2026-06-21,2019,Atheron,Crossover,55.3,90.7,460,20635,8,Yes,1,Pune,Partial,1671227
EV-20433,2026-06-22,2018,Nexora,Sedan,67.1,93.4,577,28369,10.2,No,1,Mumbai,Partial,1791481
EV-20227,2026-06-23,2020,Atheron,Hatchback,52.3,95.3,438,51963,5.2,Yes,2,Delhi,Partial,1671972
EV-20534,2026-06-24,2025,Atheron,Hatchback,110.4059804,94.7,428,32753,4.2,No,1,Hyderabad,Partial,1730797
EV-20671,2026-06-25,2023,Voltix,Hatchback,45.4,90.1,394,103495,4.9,Yes,3,Bengaluru,Complete,1565296
EV-20008,2026-06-26,2016,E-Motion,SUV,80.1,91.1,346,67694,8.4,No,1,Pune,Complete,1591941
EV-20293,2026-06-27,2023,Nexora,Sedan,54.1,98,357,61262,4.5,Yes,3,Pune,Partial,1738906
EV-20623,2026-06-28,2022,Atheron,Sedan,62.4,81.1,371,31661,7.4,No,3,Mumbai,Partial,1463716
EV-20271,2026-06-29,2019,Atheron,SUV,36.5,95,453,45681,11.2,Yes,2,Delhi,Complete,1575271
EV-20746,2026-06-30,2016,E-Motion,SUV,25,88.9,368,22284,4.2,Yes,1,Mumbai,Complete,1503485
EV-20930,2026-07-01,2021,E-Motion,Crossover,48.7,93.6,410,56351,4.1,Yes,2,Chennai,Complete,1620561
EV-20060,2026-07-02,2018,Voltix,SUV,62.6,93.1,334,31251,3.3,Yes,3,Pune,Missing,1591766
EV-20035,2026-07-03,2021,Atheron,SUV,62.9,94,396,101696,4.1,No,1,Bengaluru,Complete,1661102
EV-20248,2026-07-04,2023,E-Motion,SUV,59.6,85.6,392,90472,8.4,Yes,4,Bengaluru,Missing,1421716
EV-20294,2026-07-05,2021,E-Motion,SUV,59.2,84.9,336,111847,4.3,No,1,Mumbai,Complete,1389768
EV-20069,2026-07-06,2025,Voltix,Sedan,52.5,96.6,273,86463,7.5,Yes,1,Mumbai,Complete,1597216
EV-20943,2026-07-07,2023,Voltix,SUV,56.6,,386,26202,6.4,Yes,1,Mumbai,Partial,1726157
EV-20851,2026-07-08,2017,Nexora,Sedan,58,98,169,21307,5.6,No,1,Chennai,Partial,1533675
EV-20303,2026-07-09,2021,GreenDrive,Sedan,72.6,100,506,43700,6,Yes,1,Mumbai,Partial,1922087
EV-20084,2026-07-10,2024,Nexora,Crossover,63.2,99.5,273,29364,4.3,Yes,3,Chennai,Partial,1643643
EV-20798,2026-07-11,2016,Voltix,Crossover,63.3,96.8,373,44598,7,Yes,1,Bengaluru,Complete,1720188
EV-20688,2026-07-12,2021,Nexora,Crossover,50.3,,332,76938,6.3,Yes,1,Bengaluru,Complete,1653638
EV-20226,2026-07-13,2018,Voltix,Crossover,61.3,88.7,353,51082,2.9,Yes,1,Chennai,Partial,1618406
EV-20177,2026-07-14,2020,Voltix,SUV,57.3,91.5,,82603,6,Yes,2,Chennai,Complete,1503786
EV-20738,2026-07-15,2022,Nexora,Sedan,42.6,83.9,258,30117,6.1,No,1,Bengaluru,Complete,1420889
EV-20527,2026-07-16,2020,E-Motion,Sedan,52.8,83.6,290,73172,6.1,Yes,3,Delhi,Complete,1419710
EV-20283,2026-07-17,2022,E-Motion,Crossover,62.7,91.2,235,68105,5.9,No,2,Hyderabad,Partial,1481531
EV-20824,2026-07-18,2016,E-Motion,SUV,53.2,98.2,354,119998,6.9,Yes,1,Pune,Complete,1482469
EV-20960,2026-07-19,2016,Atheron,SUV,95.3,93.4,251,48979,6.2,Yes,2,Mumbai,Complete,1757168
EV-20262,2026-07-20,2025,Voltix,SUV,43.8,91.6,395,87107,6.1,Yes,2,Delhi,Complete,1649767
EV-20225,2026-07-21,2025,Nexora,Sedan,44.5,94.5,382,30454,5,Yes,2,Chennai,Partial,1734542
EV-20658,2026-07-22,2019,GreenDrive,Hatchback,46.1,92.5,491,62666,6.4,Yes,1,Delhi,Complete,1495788
EV-20950,2026-07-23,2019,Atheron,Sedan,69.2,94,382,46751,7.6,Yes,2,Pune,Partial,1631185
EV-20967,2026-07-24,2018,Nexora,Sedan,,88.8,392,44419,,Yes,2,Hyderabad,Complete,1341201
EV-20388,2026-07-25,2024,Atheron,Sedan,30,81,405,86871,,Yes,2,Hyderabad,Complete,1333104
EV-20776,2026-07-26,2022,E-Motion,Hatchback,63.3,85.3,509,62660,3.2,Yes,1,Hyderabad,Complete,1667850
EV-20494,2026-07-27,2016,Voltix,SUV,54.9,96,273,96434,9.3,Yes,2,Hyderabad,Complete,1413912
EV-20790,2026-07-28,2025,GreenDrive,Sedan,76.7,88.4,334,57391,5,Yes,1,Pune,Complete,1647630
EV-20806,2026-07-29,2018,E-Motion,Hatchback,73.7,86.1,293,39702,8.6,No,2,Bengaluru,Missing,1462444
EV-20067,2026-07-30,2019,Nexora,Hatchback,44,91.7,266,91113,7.6,No,2,Mumbai,Partial,1268134
EV-20287,2026-07-31,2023,Atheron,SUV,75.7,91.7,508,49831,8.9,No,1,Delhi,Partial,1888266
EV-20966,2026-08-01,2020,Nexora,Hatchback,41.1,89.9,425,151984,5.2,Yes,1,Pune,Complete,1393379
EV-20331,2026-08-02,2023,Atheron,SUV,56,98.5,331,39184,6.8,Yes,1,Delhi,Complete,1825817
EV-20857,2026-08-03,2024,Atheron,Crossover,50.9,98.7,379,15208,8.2,Yes,3,Mumbai,Missing,1733520
EV-20533,2026-08-04,2020,E-Motion,SUV,62.4,88.4,418,35779,9.5,Yes,3,Delhi,Complete,1578395
EV-20526,2026-08-05,2021,Nexora,Sedan,93.19228224,94.2,421,22734,5.3,Yes,2,Pune,,1750935
EV-20998,2026-08-06,2025,Atheron,Sedan,45.7,93.6,274,52948,6.2,Yes,4,Mumbai,,1517539
EV-20822,2026-08-07,2020,Atheron,SUV,67.1,93.8,402,17684,5.9,No,1,Bengaluru,Complete,1834229
EV-20817,2026-08-08,2022,Voltix,Sedan,67.8,97.9,340,141919,6.1,No,3,Chennai,Missing,1352486
EV-20905,2026-08-09,2021,GreenDrive,Hatchback,47.7,92.2,304,6965,7.6,Yes,2,Pune,Missing,1584806
EV-20216,2026-08-10,2022,GreenDrive,Hatchback,45.6,91.3,,71558,6.8,Yes,2,Pune,Complete,1451409
EV-20244,2026-08-11,2021,Atheron,Crossover,53.1,,362,175075,5.5,Yes,2,Chennai,Complete,1306482
EV-20618,2026-08-12,2023,Atheron,Hatchback,50.5,93.7,328,23964,6.6,Yes,1,Mumbai,Partial,1609978
EV-20387,2026-08-13,2025,Voltix,SUV,69.8,93.5,244,51944,6.4,Yes,1,Pune,Partial,1641462
EV-20801,2026-08-14,2016,Atheron,Sedan,62.6,85.5,313,73772,6.2,Yes,1,Delhi,Partial,1380052
EV-20894,2026-08-15,2019,Nexora,Hatchback,64.7,98.8,514,35102,3.4,No,1,Pune,Complete,1811595
EV-20647,2026-08-16,2019,Atheron,Crossover,45.3,92.7,472,52907,4.2,Yes,1,Mumbai,Complete,1742982
EV-20764,2026-08-17,2023,Voltix,Crossover,58,83.5,333,62429,3.5,No,1,Bengaluru,Complete,1533267
EV-20409,2026-08-18,2023,Voltix,SUV,54.5,93.5,302,43710,4.3,Yes,2,Hyderabad,Partial,1713980
EV-20902,2026-08-19,2023,Nexora,Sedan,51.9,84.8,348,26940,4.9,Yes,1,Bengaluru,Partial,1723226
EV-20570,2026-08-20,2018,E-Motion,SUV,30.8,93.7,405,16490,4.9,Yes,3,Bengaluru,Complete,1600858
EV-20173,2026-08-21,2024,Nexora,Crossover,79.8,94.2,459,14720,2,Yes,1,Bengaluru,Partial,2029110
EV-20302,2026-08-22,2017,GreenDrive,Crossover,,80.2,326,77068,7.1,Yes,1,Mumbai,Complete,1283858
EV-20519,2026-08-23,2023,Atheron,Sedan,74.4,87.3,316,20210,6.1,Yes,1,Delhi,Complete,1746761
EV-20372,2026-08-24,2019,E-Motion,Hatchback,54.9,90,422,86971,4,No,1,Pune,Complete,1394468
EV-20876,2026-08-25,2024,E-Motion,Hatchback,48.9,85.1,408,157097,4.7,Yes,2,Bengaluru,Complete,1463362
EV-20576,2026-08-26,2021,E-Motion,SUV,43.5,96.2,295,23039,7.3,No,2,Bengaluru,Complete,1701868
EV-20706,2026-08-27,2025,Atheron,Sedan,49.4,87.9,494,44340,5.9,Yes,1,Delhi,Partial,1619928
EV-20118,2026-08-28,2022,Atheron,SUV,46.8,100,323,49200,6.6,No,1,Mumbai,Complete,1729397
EV-20529,2026-08-29,2022,E-Motion,Sedan,50.1,88.4,480,83910,6,No,1,Delhi,Complete,1648666
EV-20987,2026-08-30,2017,E-Motion,Crossover,59.9,97.9,361,141751,5.3,Yes,1,Delhi,Complete,1472301
EV-20594,2026-08-31,2022,Voltix,Crossover,50.5,86,259,32151,7.8,Yes,3,Pune,Complete,1432799
EV-20805,2026-09-01,2016,GreenDrive,Hatchback,67.7,93.6,356,66284,6,Yes,2,Mumbai,Partial,1570746
EV-20431,2026-09-02,2020,GreenDrive,Crossover,,97.1,282,61140,7,No,2,Delhi,Complete,1459706
EV-20775,2026-09-03,2016,GreenDrive,Crossover,86.2,93,336,46425,5.8,Yes,1,Mumbai,Complete,1690800
EV-20214,2026-09-04,2023,Voltix,SUV,81.3,84.3,401,28927,5.6,Yes,1,Hyderabad,Complete,1861502
EV-20619,2026-09-05,2021,Nexora,SUV,49.1,,549,17977,6.6,Yes,4,Bengaluru,Complete,1835091
EV-20169,2026-09-06,2019,Voltix,Crossover,49.5,99.3,302,20040,7.1,Yes,3,Delhi,Partial,1561434
EV-20191,2026-09-07,2019,GreenDrive,Hatchback,70,92.8,386,79587,7,Yes,2,Bengaluru,Missing,1326971
EV-20829,2026-09-08,2024,Voltix,Crossover,50.3,87.6,304,10596,3.9,Yes,2,Chennai,Complete,1684990
EV-20362,2026-09-09,2022,GreenDrive,SUV,46.9,90.8,367,15499,4.5,Yes,1,Delhi,Missing,1700996
EV-20862,2026-09-10,2016,GreenDrive,Crossover,66.5,94,406,44060,,Yes,3,Pune,Partial,1548840
EV-20479,2026-09-11,2020,Atheron,Sedan,37.6,95.4,569,120085,3.9,No,3,Hyderabad,Complete,1517335
EV-20995,2026-09-12,2018,GreenDrive,Hatchback,68.4,100,400,115179,7.8,Yes,1,Delhi,Partial,1547603
EV-20205,2026-09-13,2025,Voltix,Crossover,58.7,85.4,371,42295,8.6,Yes,1,Mumbai,Complete,1631202
EV-20515,2026-09-14,2016,GreenDrive,Hatchback,61.6,100,210,37482,7,Yes,1,Mumbai,Complete,1492498
EV-20172,2026-09-15,2016,Nexora,SUV,50.6,81.1,416,60132,5.1,Yes,1,Delhi,Complete,1533378
EV-20200,2026-09-16,2017,GreenDrive,Hatchback,66.4,93.7,348,49548,6.5,No,1,Chennai,,1470687
EV-20804,2026-09-17,2017,E-Motion,Hatchback,80.6,93.6,312,6086,6.7,No,1,Delhi,Partial,1586813
EV-20875,2026-09-18,2019,Nexora,Sedan,80,95.3,513,108281,8.5,No,1,Bengaluru,Partial,1635897
EV-20548,2026-09-19,2023,Voltix,SUV,89.9,87.4,494,34609,6.4,Yes,1,Delhi,Complete,1976346
EV-20821,2026-09-20,2022,E-Motion,Crossover,51.3,98.1,387,27424,3.2,Yes,1,Chennai,Partial,1815250
EV-20991,2026-09-21,2022,Nexora,Hatchback,52.6,89.5,411,68992,5.1,No,1,Hyderabad,Complete,1543304
EV-20794,2026-09-22,2020,Voltix,SUV,45.83600478,86.8,457,11193,4.4,Yes,1,Pune,Complete,1653340
EV-20196,2026-09-23,2017,Atheron,Sedan,67.3,91.5,377,56093,5.2,No,2,Pune,Partial,1530899
EV-20700,2026-09-24,2018,E-Motion,Crossover,44.5,77.3,493,18271,5.8,Yes,1,Bengaluru,Partial,1544933
EV-20569,2026-09-25,2023,Nexora,Hatchback,55,97.6,483,180000,5.2,Yes,2,Bengaluru,Complete,1534470
EV-20979,2026-09-26,2018,Nexora,Hatchback,37.4,89.2,485,29190,5.4,No,2,Delhi,Complete,1574784
EV-20602,2026-09-27,2023,Nexora,SUV,66.5,93.1,491,97462,8,Yes,1,Chennai,Partial,1722682
EV-20633,2026-09-28,2016,Voltix,Sedan,30.8,100,464,79990,5.2,Yes,1,Chennai,Complete,1590968
EV-20889,2026-09-29,2018,GreenDrive,SUV,31,96.6,368,60155,7.4,Yes,2,Delhi,Complete,1463488
EV-20748,2026-09-30,2019,E-Motion,Crossover,,92.3,368,11329,5.4,Yes,3,Pune,Complete,1519483
EV-20263,2026-10-01,2016,Voltix,SUV,62.2,91.2,387,13127,3.9,No,1,Mumbai,Complete,1787362
EV-20376,2026-10-02,2018,GreenDrive,Sedan,92.6,96.8,446,31478,9.1,Yes,2,Bengaluru,Complete,1793645
EV-20590,2026-10-03,2023,E-Motion,Hatchback,46.8,90.6,483,16927,2.1,Yes,1,Bengaluru,Complete,1711536
EV-20909,2026-10-04,2017,E-Motion,Sedan,47.3,97.4,345,26937,6.3,Yes,2,Pune,Complete,1585890
EV-20787,2026-10-05,2025,Voltix,Sedan,52.2,87.4,240,28328,5.1,Yes,1,Bengaluru,Partial,1587266
EV-20808,2026-10-06,2021,Nexora,SUV,60.6,87.7,428,36379,3,No,2,Hyderabad,Complete,1659768
EV-20686,2026-10-07,2016,Voltix,Crossover,51,90.2,196,94257,5.4,Yes,3,Chennai,Complete,1199901
EV-20077,2026-10-08,2025,Voltix,Sedan,50.5,94.4,187,59379,4.6,Yes,1,Hyderabad,Missing,1512202
EV-20258,2026-10-09,2020,Atheron,Sedan,53.9,82.6,276,15133,3.1,Yes,4,Bengaluru,Partial,1389930
EV-20161,2026-10-10,2017,Nexora,Sedan,,87.2,410,31763,6.2,Yes,1,Bengaluru,Partial,1734867
EV-20884,2026-10-11,2017,Voltix,Crossover,64.9,85.2,298,18551,7.7,Yes,1,Mumbai,Complete,1584395
EV-20082,2026-10-12,2019,Voltix,Crossover,63.7,95.1,287,108643,8.2,Yes,2,Delhi,Partial,1428989
EV-20128,2026-10-13,2024,Voltix,Sedan,60,97.7,376,38775,7.6,Yes,1,Hyderabad,Complete,1858335
EV-20774,2026-10-14,2025,E-Motion,Crossover,105.0572304,87,321,48632,7,Yes,1,Chennai,Complete,1574858
EV-20802,2026-10-15,2023,E-Motion,Crossover,61.8,86.9,279,41113,7.4,No,2,Bengaluru,Partial,1503406
EV-20317,2026-10-16,2017,GreenDrive,Crossover,56.5,89.6,331,20427,8.3,Yes,1,Bengaluru,Complete,1507356
EV-20578,2026-10-17,2025,Nexora,Sedan,61.9,95.8,381,25219,7.9,Yes,1,Delhi,Complete,1808881
EV-20193,2026-10-18,2023,Atheron,Crossover,31.3,97.2,285,33740,8.1,Yes,4,Chennai,Complete,1444991
EV-20117,2026-10-19,2023,Atheron,Sedan,,87.2,475,32271,4.2,Yes,3,Chennai,Partial,1634025
EV-20982,2026-10-20,2025,Nexora,Sedan,,90.9,249,26687,5.1,No,3,Hyderabad,Missing,1327563
EV-20591,2026-10-21,2017,Voltix,SUV,58.1,89.1,207,53504,8.2,Yes,1,Bengaluru,Complete,1456162
EV-20632,2026-10-22,2017,E-Motion,Crossover,51.2,87.5,304,43184,3,No,2,Pune,Complete,1388709
EV-20675,2026-10-23,2025,Atheron,Hatchback,32.9,97.8,315,94032,6,Yes,2,Hyderabad,Missing,1412797
EV-20102,2026-10-24,2022,Voltix,Hatchback,62.4,95,,54424,5.9,Yes,2,Hyderabad,Partial,1753994
EV-20188,2026-10-25,2020,GreenDrive,Hatchback,35.4,88.6,304,48570,3.8,Yes,1,Delhi,Partial,1356240
EV-20689,2026-10-26,2017,Nexora,Crossover,63.2,94.8,365,54393,4.6,Yes,3,Hyderabad,Complete,1511660
EV-20045,2026-10-27,2018,E-Motion,Crossover,,92.6,303,55918,3.4,No,1,Delhi,Partial,1474173
EV-20781,2026-10-28,2025,Atheron,Sedan,109.2030823,92.9,556,45595,4.9,Yes,1,Chennai,Complete,2042543
EV-20002,2026-10-29,2022,Atheron,Hatchback,69.7,92,363,75343,7.6,No,1,Pune,Complete,1616533
EV-20972,2026-10-30,2017,GreenDrive,Crossover,73.1,93.8,263,38290,3.8,No,1,Chennai,Complete,1628662
EV-20159,2026-10-31,2023,Atheron,SUV,44.6,90.9,205,50437,6.3,Yes,1,Hyderabad,Missing,1491325
EV-20463,2026-11-01,2023,Atheron,Crossover,45.4,96.3,320,58060,4.9,No,2,Hyderabad,Complete,1619851
EV-20039,2026-11-02,2024,Voltix,Hatchback,53.1,93.1,343,36134,4.5,Yes,1,Mumbai,Partial,1676428
EV-20427,2026-11-03,2017,Nexora,Crossover,,90,375,35420,5.2,Yes,1,Pune,Missing,1427968
EV-20933,2026-11-04,2025,Voltix,Crossover,50,85,426,37068,3.8,Yes,1,Mumbai,Complete,1701061
EV-20710,2026-11-05,2024,GreenDrive,Sedan,68.5,88.8,335,15635,5.5,Yes,2,Chennai,Missing,1572949
EV-20098,2026-11-06,2017,Nexora,Crossover,59,93.4,351,14379,3.2,Yes,1,Mumbai,Partial,1734891
EV-20911,2026-11-07,2016,E-Motion,Hatchback,38.1,97.7,379,65270,6.4,Yes,4,Bengaluru,Complete,1478803
