CustomerID,Age,AnnualIncome,Spending,CreditScore,Balance,Tenure,Geography,Gender,Segment,Target
10839,58,20227,2979,699,53287.3,5,Canada,Other,Retail,Stay
10840,50,,31835,746,80782.55,1,Germany,Male,Retail,Churn
10841,42,146370,8443,880,107060.82,5,UK,Other,Corporate,Stay
10842,43,34468,41936,392,73071.07,5,India,Female,Corporate,Churn
10843,,73246,12074,867,7866.24,6,France,Male,Corporate,Churn
10844,62,122263,7497,667,97300.71,10,Canada,,Retail,Stay
10845,26,29358,13154,325,143947.81,9,USA,Female,Corporate,Churn
10846,22,,42666,615,99936.83,7,India,Male,Corporate,Stay
10847,21,108530,47752,343,81101.57,3,France,Other,SME,Churn
10848,47,197754,35664,452,148210.3,3,India,Male,SME,Churn
10849,27,148160,43349,319,94243.93,9,India,Male,SME,Churn
10850,59,54219,1441,476,126532.29,4,India,Female,SME,Churn
10851,28,174938,4691,408,22835.94,9,Germany,Male,Retail,Churn
10852,69,73121,28432,645,162304.21,10,Canada,,Retail,Stay
10853,61,170986,36275,440,64317.98,3,India,Other,Retail,Churn
10854,39,36573,8413,580,28247.36,6,USA,Other,Corporate,Stay
10855,53,63255,29248,549,185135.11,0,USA,,SME,Churn
10856,57,118600,10838,316,175925.39,1,India,Male,,Churn
10857,23,190853,39410,590,83244.45,7,,Male,Retail,Stay
10858,27,187726,18256,835,90083.83,3,USA,Other,SME,Stay
10859,20,176309,12296,811,122409.96,1,,Female,Corporate,Churn
10860,44,21198,37050,541,38380.57,8,India,Other,Corporate,Stay
10861,66,161485,33762,524,92843.2,10,France,Male,Corporate,Stay
10862,21,70782,7884,452,137048.75,7,Canada,Male,Retail,Churn
10863,60,31302,4040,672,57012.9,6,UK,Female,SME,Stay
10864,69,138789,3338,406,148083.38,8,USA,Male,Retail,Churn
10865,49,154978,8106,372,179015.83,7,Germany,Other,Corporate,Churn
10866,44,72101,49461,633,46012.65,1,UK,Male,Retail,Churn
10867,33,128159,13604,684,178273.03,1,Canada,Other,Corporate,Churn
10868,21,134259,9998,521,185577.42,7,USA,Female,Corporate,Stay
10869,26,139993,47674,498,126404.22,4,,Female,Retail,Churn
10870,20,169072,4409,587,27300.3,7,Canada,Female,Retail,Stay
10871,66,110066,14908,602,120727.2,10,Germany,Male,SME,Stay
10872,53,80215,6167,721,171394.75,7,,Other,Corporate,Stay
10873,,93182,1450,738,147235.77,3,USA,Female,Corporate,Stay
10874,55,78302,39282,452,182750.94,0,Canada,Male,Retail,Churn
10875,48,152177,2703,735,106224.35,7,,Male,Corporate,Stay
10876,49,83048,5945,871,150615.74,6,USA,,,Stay
10877,36,82668,42943,392,3186.03,10,UK,Male,SME,Churn
10878,47,169521,49474,897,4882.69,7,Canada,Male,SME,Churn
10879,43,68482,24775,775,140780.41,0,France,Male,Corporate,Churn
10880,62,107269,35294,333,59318,4,France,Other,SME,Churn
10881,54,74302,45370,382,124091.04,5,France,Male,SME,Churn
10882,61,115417,3879,413,76591,7,,Male,Corporate,Churn
10883,41,65945,42978,872,140974.73,8,,Male,Retail,Stay
10884,,,35865,416,129807.68,9,,Male,SME,Churn
10885,,79097,21501,661,179586.61,8,,Female,Corporate,Stay
10886,21,36611,24932,653,90482.13,8,Germany,Male,Corporate,Stay
10887,63,159435,44953,845,179890.24,7,Germany,Female,SME,Stay
10888,62,37203,12843,768,17461.75,6,USA,Female,Retail,Churn
10889,24,63192,18584,414,139416.42,7,USA,Male,SME,Churn
10890,58,,19713,726,193914.92,8,USA,Female,Corporate,Stay
10891,44,136355,48846,321,58303.36,1,India,Male,SME,Churn
10892,59,108048,27480,892,68558.5,10,UK,Female,SME,Stay
10893,60,158979,36444,755,91601.42,9,USA,Female,Retail,Stay
10894,68,88159,15362,795,74380.46,4,India,Male,Corporate,Stay
10895,36,139518,11402,464,142362.43,4,USA,Male,SME,Churn
10896,62,194681,10558,465,47581.06,0,UK,Other,Retail,Churn
10897,46,88264,24726,488,41031.07,0,France,Female,Corporate,Churn
10898,27,117757,29888,852,195093.14,8,UK,Male,Retail,Stay
10899,43,150919,10027,769,185562.26,2,India,Other,SME,Stay
10900,50,106843,42917,602,94782.13,4,Germany,,Retail,Stay
10901,69,168172,48245,752,67736.89,1,France,,Retail,Churn
10902,26,197735,36607,419,61616.44,6,Germany,Male,Corporate,Churn
10903,40,44243,21888,356,121630.24,3,Germany,Other,Retail,Churn
10904,68,92856,13326,323,16717.91,7,France,Other,Retail,Churn
10905,50,123395,13243,802,63551.56,9,Germany,Male,SME,Stay
10906,41,124217,10195,737,73925.99,5,India,Female,Corporate,Stay
10907,40,100762,29701,874,17519.73,7,,Female,Corporate,Churn
10908,36,62936,48210,734,145721.1,6,USA,Other,SME,Stay
10909,,57654,14117,610,94922.63,8,UK,Male,SME,Stay
10910,66,118506,6296,306,81892.13,4,Canada,Male,SME,Churn
10911,47,168875,49995,440,39851.51,6,UK,Other,Corporate,Churn
10912,20,99165,38852,611,98820.1,7,USA,Male,Retail,Stay
10913,27,88859,20171,783,24835.38,10,,Female,Retail,Stay
10914,49,189026,16539,329,23870.93,4,Canada,,SME,Churn
10915,65,,38580,792,113114.92,4,France,Other,Corporate,Stay
10916,62,51348,24958,824,146591.45,0,UK,Male,,Churn
10917,21,58308,21450,772,175663.45,2,UK,Male,Retail,Stay
10918,35,114676,27993,664,9742.98,4,Germany,Other,Retail,Churn
10919,50,,41658,487,152937.88,9,USA,Other,Corporate,Churn
10920,38,199560,20231,577,137088.74,5,India,Other,SME,Stay
10921,,57674,1345,440,103634.15,5,Canada,Female,Corporate,Churn
10922,28,46848,14778,458,100676.58,3,Germany,Other,SME,Churn
10923,51,159485,47197,864,140452.98,1,Canada,Female,Retail,Churn
10924,25,54401,1638,791,69641.98,5,USA,Female,SME,Stay
10925,51,<NA>,11785,611,5751.91,1,USA,Male,SME,Churn
10926,27,79395,20647,428,41968.2,1,Canada,Other,Retail,Churn
10927,22,24929,32236,741,8503.39,1,India,Other,SME,Churn
10928,55,35536,31241,421,181705.86,0,India,Female,SME,Churn
10929,18,45297,8612,510,117520.61,3,USA,Other,Corporate,Stay
10930,19,43797,10039,584,189758.32,5,UK,Male,SME,Stay
10931,67,180682,16348,817,114047.07,1,Germany,Male,SME,Churn
10932,,70213,18971,475,180332.06,8,India,Other,Retail,Churn
10933,31,152171,46883,786,73292.61,9,USA,Female,SME,Stay
10934,24,67408,23753,688,84818.37,8,,Female,,Stay
10935,66,102386,8601,777,22063.23,2,Canada,Female,SME,Stay
10936,36,166048,47825,341,,7,India,Female,Corporate,Churn
10937,47,177388,48745,619,137409.31,7,USA,Other,Corporate,Stay
10938,36,132187,12872,371,178950.93,7,France,Female,Retail,Churn
10939,18,196726,32720,407,79273.95,8,,Other,Retail,Churn
10940,25,57582,26374,710,139007.42,1,France,Male,Retail,Churn
10941,41,72189,22692,505,118992.17,6,India,Male,Corporate,Stay
10942,64,150838,18752,895,118729.99,10,Canada,Female,Corporate,Stay
10943,60,178116,27005,796,102282.9,2,Canada,Male,Retail,Stay
10944,34,148277,33089,536,125674.21,2,India,Male,SME,Stay
10945,21,37885,33145,327,194414.51,6,Germany,Other,Corporate,Churn
10946,27,99364,41261,398,152034.29,10,Germany,Female,Corporate,Churn
10947,30,96955,43890,809,98050.07,4,Germany,Female,SME,Stay
10948,52,24632,2570,740,176025.13,1,,Female,Corporate,Churn
10949,42,136013,30624,336,6571.96,8,France,Female,SME,Churn
10950,28,148838,28725,437,62491.94,6,Canada,Male,SME,Churn
10951,61,148595,43758,867,137074.83,9,Canada,Female,SME,Stay
10952,28,152824,4152,700,52678.2,9,Canada,Other,SME,Stay
10953,40,94563,21503,362,5629.4,0,USA,Female,Corporate,Churn
10954,69,173083,2262,649,76114.68,6,UK,Female,,Stay
10955,40,34797,43835,550,49522.79,10,UK,Other,Retail,Stay
10956,62,37170,20482,417,67518.85,0,Germany,Female,Retail,Churn
10957,47,192429,28187,881,,6,UK,Male,SME,Stay
10958,48,174137,1957,624,75547.52,6,UK,Other,Retail,Stay
10959,69,148020,7057,510,67193.49,8,France,Female,Retail,Stay
10960,57,98517,24311,746,40351.73,10,India,Other,Retail,Stay
10961,36,89508,3615,604,199245.54,6,USA,Other,SME,Stay
10962,,171569,6708,644,54672.99,9,Germany,Female,Corporate,Stay
10963,31,111046,5524,609,100927.91,4,Canada,Other,,Stay
10964,38,,27652,711,50252.96,8,Canada,Other,SME,Stay
10965,29,24876,41646,828,172541.96,9,Canada,Male,SME,Stay
10966,70,142498,18059,845,161786.7,6,Germany,Other,SME,Stay
10967,21,156909,13649,673,92497.34,3,USA,Other,SME,Stay
10968,66,98715,29033,720,63730.64,1,France,Male,Corporate,Churn
10969,35,95247,42839,464,51289.33,9,,Female,Retail,Churn
10970,25,59311,13077,328,49117.32,4,Canada,Female,SME,Churn
10971,45,130629,42896,337,40398.1,4,USA,Male,Corporate,Churn
10972,68,92816,43666,863,35197.04,0,France,Female,Retail,Churn
10973,21,42001,21072,605,173434.36,6,UK,Other,SME,Stay
10974,23,124043,47963,443,47208.23,9,France,Other,Retail,Churn
10975,,194120,38538,837,50361.61,1,USA,Other,Retail,Churn
10976,67,102158,22080,898,147447.27,3,Canada,Male,Retail,Stay
10977,24,65915,14531,581,87895.08,4,Germany,Male,Corporate,Stay
10978,52,118226,46350,415,63297.99,6,Canada,Other,,Churn
10979,35,57987,24289,786,143134.25,4,India,Other,SME,Stay
10980,20,193597,4083,545,50596.58,6,UK,Other,SME,Stay
10981,41,199633,8498,847,173390.59,7,Canada,Male,Corporate,Stay
10982,34,98876,6414,541,59484.58,2,Canada,Other,Corporate,Stay
10983,69,188933,27126,334,,1,Canada,Female,SME,Churn
10984,44,107221,47514,732,175352.25,1,USA,Other,Corporate,Churn
10985,50,37397,23559,730,120423.19,8,France,Female,Corporate,Stay
10986,62,27169,3914,488,126031.27,10,USA,Male,Corporate,Churn
10987,30,184704,20524,621,115161.87,1,USA,Male,SME,Churn
10988,63,190178,9025,720,158528.46,5,,Female,SME,Stay
10989,26,88335,11869,635,159905.73,3,India,Female,Corporate,Stay
10990,29,123152,25228,884,44897.43,0,Germany,Other,SME,Churn
10991,58,79954,6331,773,39653.24,2,India,Female,SME,Stay
10992,45,,17549,452,17812.25,5,USA,Other,Retail,Churn
10993,18,157845,29018,764,165451.49,7,India,Male,SME,Stay
10994,31,69950,17945,594,149288.61,6,USA,Female,Retail,Stay
10995,56,76509,19044,493,83666.2,6,USA,Male,Corporate,Churn
10996,34,81731,40980,761,181465.65,5,Germany,Other,SME,Stay
10997,47,42475,1176,780,26640.99,5,France,Female,SME,Stay
10998,31,120531,46929,733,147220.82,4,India,Male,SME,Stay
10999,21,33661,22314,540,94186.48,5,,Other,SME,Stay
11000,63,31930,851,559,100908.4,6,UK,Female,,Stay
10643,41,125012,18825,761,35977.85,2,Germany,Other,Retail,Stay
10763,56,102965,17517,838,115028.54,9,UK,,SME,Stay
10910,66,118506,6296,306,81892.13,4,Canada,Male,SME,Churn
10200,19,115052,20741,484,190233.86,5,Canada,Male,Retail,Churn
10587,29,,40255,383,168358.6,2,Germany,Male,Corporate,Churn
10798,22,176830,7626,688,65481.65,10,France,Male,Retail,Stay
10653,32,,21266,598,142086.7,9,France,Female,Corporate,Stay
10756,53,74430,3705,489,29651.23,10,UK,Male,Retail,Churn
10417,70,40417,37956,681,23880.19,10,India,Male,Retail,Stay
10499,34,166546,12497,643,130886.93,3,UK,Male,SME,Stay
10515,62,199762,41808,309,60223.29,10,India,Other,SME,Churn
10457,44,63604,27633,804,176354.13,5,Germany,Female,Retail,Stay
10882,61,115417,3879,413,76591,7,,Male,Corporate,Churn
10531,64,85162,32083,654,132742.13,10,Canada,Male,SME,Stay
10181,50,166466,44281,662,14415.1,0,Canada,Male,Corporate,Churn
10450,43,173620,7121,644,60353.03,2,USA,Other,Corporate,Stay
10753,25,54490,13794,303,124512.07,4,India,,Corporate,Churn
10810,49,82062,47170,813,53850.09,8,Germany,Female,Retail,Stay
10267,38,,10424,722,138100.05,6,Germany,Other,Corporate,Stay
10059,62,97504,36833,430,,10,Canada,Other,,Churn
